Fold within meanings
New Model
Old Data

77.9721455964 	58.2131726035 	11.9279563248 	0.197708718791
78.2119517618 	52.663263655 	15.9464345872 	0.244446216621
77.5038832984 	49.1900688917 	17.4267540239 	0.256973636793
77.2656724475 	49.3862459305 	20.4118112767 	0.288437982936
77.9639262312 	51.3513157649 	22.4545386501 	0.312037554725
77.0354341358 	46.2086544338 	21.7510610888 	0.295354530269
76.232821342 	46.3534942191 	22.0005802286 	0.297952686286
77.1357191087 	46.5349798167 	24.0819999749 	0.316940958729
76.6689189189 	47.8598955754 	25.5111035523 	0.332364815103
---------------------------------
