Fold On meanings
Old Model
New Data


80.0495896878 	75.8204191187 	28.6753120209 	0.410934715612
80.1622020901 	75.7369195816 	29.4132096178 	0.418515994914
80.2512207577 	75.9503892499 	29.8173046435 	0.422960448615
80.3721315988 	76.2371676633 	30.3223565859 	0.428630556066
80.4444342444 	76.5271771783 	30.5408387962 	0.431277308235
80.5312243027 	76.9372765045 	30.7354148883 	0.433909777779
80.6638102744 	77.592528792 	31.016259658 	0.437845354194
80.7518823847 	78.1444491775 	31.1101124678 	0.439798212519
80.8144658731 	78.6025665634 	31.1401150768 	0.440760131864
---------------------------------
