Old Model
Old Data - Dyen
Fold within meanings ensuring no repeats


ALL 	DT 	4457 	611 	85.0314465409 	99.9924181578 	36.6656481764 	0.536075758898
AND 	DT 	1886 	171 	86.9565217391 	33.3222259247 	14.2836737609 	0.199540856469
ANIMAL 	JJ 	3214 	324 	85.8407079646 	66.6555574071 	23.5280277631 	0.34741061784
ASHES 	NN 	2211 	310 	87.0588235294 	99.9888901233 	47.365928109 	0.642375290012
AT 	DT 	3528 	242 	90.5982905983 	99.9000999001 	9.09008271975 	0.166486140181
BACK 	NN 	3910 	279 	93.8356164384 	74.9937505208 	64.2811227769 	0.691757756713
BAD 	JJ 	3530 	304 	92.03125 	69.6331327389 	41.6631947338 	0.520530431142
BARK 	JJ 	2174 	305 	78.5714285714 	59.9880023995 	16.6657407922 	0.260507033809
BECAUSE 	DT 	5191 	453 	88.8888888889 	69.9930006999 	27.9988800448 	0.399569386517
BELLY 	NN 	3232 	205 	95.1219512195 	99.9833361106 	54.5404963185 	0.705342855546
BIG 	JJ 	2996 	267 	92.9032258065 	83.5041820519 	75.99620019 	0.795141343404
BIRD 	NN 	2534 	275 	92.7083333333 	99.9833361106 	49.9958336805 	0.666148440182
BLACK 	JJ 	1970 	310 	93.3333333333 	85.7081637026 	85.7081637026 	0.856581928543
BLOOD 	NN 	1947 	245 	79.1666666667 	79.9840031994 	23.5280277631 	0.363252381098
BONE 	NN 	1604 	310 	91.5254237288 	66.6555574071 	66.6555574071 	0.666055948852
CHILD 	NN 	3868 	343 	97.8571428571 	99.9875015623 	79.9920007999 	0.888296580126
CLOUD 	JJ 	2889 	280 	87.2727272727 	57.1346950436 	28.5693879009 	0.380472166192
COLD 	NN 	3481 	360 	91.8699186992 	57.1346950436 	39.9960004 	0.470048943986
DAY 	NN 	1345 	538 	71.1538461538 	72.2182100994 	59.0882232626 	0.649472877819
DIRTY 	JJ 	5286 	349 	89.8492462312 	35.7543758606 	24.9984375977 	0.293674807936
DOG 	JJ 	2409 	628 	71.6853932584 	79.5474279925 	25.9991333622 	0.39140452329
DRY 	NN 	2954 	582 	87.8260869565 	71.4234697522 	52.6288090101 	0.605535747857
DULL 	NN 	2960 	301 	89.0909090909 	99.9800039992 	31.2480469971 	0.4757825674
DUST 	NN 	2781 	242 	86.5979381443 	49.9937507812 	33.330555787 	0.399480575377
EAR 	JJ 	2062 	1047 	47.7611940299 	99.9666777741 	8.10788897597 	0.149853842551
EARTH 	NN 	2486 	339 	91.5555555556 	99.9938974316 	71.3012477718 	0.831779894644
EGG 	NN 	1836 	847 	45.3333333333 	99.9800039992 	11.110864203 	0.199812136628
EYE 	NN 	2056 	1149 	62.8571428571 	74.9812546863 	11.1106996037 	0.193311360345
FAR 	JJ 	2612 	358 	82.6530612245 	66.6555574071 	22.2209877229 	0.332930958522
FAT 	NN 	3049 	277 	92.8571428571 	66.6592600822 	59.9940005999 	0.631014250496
FATHER 	NN 	2507 	465 	82.3529411765 	39.9920015997 	15.3834320437 	0.2217970004
FEATHER 	NN 	2840 	434 	94.495412844 	99.9833361106 	54.5404963185 	0.705342855546
FEW 	JJ 	3114 	398 	93.6363636364 	99.9875015623 	57.1387758017 	0.726744095265
FIRE 	NN 	2985 	492 	92.6605504587 	79.9920007999 	61.5337281748 	0.695100539854
FISH 	NN 	1416 	399 	72.0 	71.4183688045 	31.2480469971 	0.434321763088
FIVE 	DT 	1677 	1677 	6.66666666667 	99.9750062484 	6.77954610939 	0.126861261349
FLOWER 	NN 	2066 	584 	77.2839506173 	76.1477963394 	39.9983334028 	0.52384480466
FOG 	NN 	3934 	565 	82.9931972789 	29.9970003 	14.9992500375 	0.199543201267
FOOT 	NN 	2542 	1026 	69.0721649485 	74.9906261717 	18.1812672343 	0.292354870199
FOUR 	DT 	1794 	1794 	40.9090909091 	99.9962964335 	41.537822495 	0.586529353638
FRUIT 	NN 	2153 	293 	94.4444444444 	85.7020425653 	74.9906261717 	0.799395878761
GOOD 	JJ 	2278 	240 	93.023255814 	99.9900009999 	66.6622225185 	0.799456289774
GRASS 	NN 	2053 	250 	92.7710843373 	90.9008271975 	71.4234697522 	0.799443507371
GREEN 	JJ 	2353 	340 	92.8571428571 	99.9888901233 	64.2811227769 	0.782064563838
GUTS 	NN 	3864 	424 	87.6811594203 	37.4953130859 	21.4270409256 	0.272240449052
HAIR 	NN 	2794 	281 	91.8367346939 	87.489063867 	53.8420121529 	0.666131853414
HAND 	NN 	1048 	181 	80.9523809524 	85.7020425653 	49.9958336805 	0.631047433823
HE 	DT 	2242 	167 	88.4615384615 	66.6555574071 	30.7668640874 	0.420576610791
HEAD 	NN 	2036 	225 	86.6666666667 	79.9840031994 	33.330555787 	0.470117999758
HEART 	NN 	1730 	834 	75.0 	77.7691367626 	34.9982500875 	0.482297636805
HEAVY 	JJ 	3170 	366 	93.6363636364 	78.5658167274 	78.5658167274 	0.785158485276
HERE 	DT 	3643 	350 	86.231884058 	83.3194467589 	22.7262397164 	0.356780908006
HOLD 	DT 	3359 	471 	87.2 	69.9930006999 	36.840166307 	0.482273902155
HOW 	DT 	2103 	1133 	41.1764705882 	79.9840031994 	7.69215976616 	0.140186062038
HUSBAND 	NN 	3227 	248 	85.3846153846 	57.1387758017 	39.9980001 	0.470076622561
I 	NN 	1321 	1179 	40.3846153846 	99.9800039992 	14.2853061341 	0.2497689138
