Fold On meanings
New Model
New Data

77.8860536294 	32.1016379433 	4.54581164133 	0.0783777042832
77.2884265625 	30.8432769388 	6.48668100178 	0.105774166276
76.7885480738 	30.6416638445 	8.23014679368 	0.127953385171
76.2803641088 	30.0343580518 	9.62054021021 	0.143568906612
75.8310735827 	29.4219157277 	10.6852096935 	0.154277488815
75.3949450976 	28.8150173914 	11.6187306542 	0.16283763225
75.0124967714 	28.370836417 	12.4300483081 	0.169716687266
74.6878409516 	28.0967488461 	13.1680900114 	0.175818933527
74.3873857189 	27.6358365162 	13.5481850152 	0.177980199386
---------------------------------
