Hybrid Model
Old data
Variation with Stell Ratio from 0 to 0.95

83.0435976969 	80.3062715039 	33.467482366 	0.47196028497
83.3717725189 	81.7263645414 	34.807653161 	0.487528918263
83.5137050812 	81.6800050399 	35.820533407 	0.497540731835
83.7393904405 	81.4396688871 	36.9932517304 	0.508129539586
83.7589266243 	80.8208911055 	37.2858387136 	0.509573946015
83.909971714 	80.300262646 	38.7629581941 	0.522335569956
83.832920082 	79.9772301741 	39.1842231901 	0.525502572285
83.9692942794 	79.3349205993 	39.7581921002 	0.529124905313
83.892101096 	78.4350456405 	40.2457340345 	0.531270081448
83.8327148655 	77.7060758512 	40.5664287686 	0.532311230374
83.8138041618 	77.2212540371 	40.9177841304 	0.534186025909
83.7287325266 	76.4848046835 	41.125613736 	0.534157391819
83.6694061584 	75.9362712168 	41.310381637 	0.534374565447
83.5816885254 	75.3835137568 	41.3283830818 	0.533130423997
83.4950186861 	74.8787351992 	41.3132638177 	0.531734033809
83.3315877326 	74.243412135 	40.9364761097 	0.527016921108
83.1223193004 	73.4319101724 	40.4503104832 	0.520926494874
82.8751491975 	72.8207130581 	39.4449846939 	0.511038491049
82.2972055685 	71.7330903167 	36.6103677809 	0.484133963431
80.4078813051 	66.7592439702 	27.7107402964 	0.390895522392
