ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long
q͡χʲʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
ɡ͡ɣ̤ʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
ɢ͡ʁ̤ʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
ɢ͡ʁʲʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
ɡ͡ɣʰʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
ɢ͡ʁʰʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
ɡ͡ɣʲʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
k͡xʰᶣ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1
q͡χʰᶣ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1
ɡ͡ɣʰᶣ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1
ɢ͡ʁʰᶣ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1
k͡xʰˠ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
q͡χʰˠ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ɢ͡ʁ̤ˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ɡ͡ɣʰˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ɢ͡ʁʰˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ɡ͡ɣ̤ˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
k͡xʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
q͡χʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
k͡xʰʷ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
q͡χʰʷ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
k͡xʲʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
q͡χʲʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
k͡xʷˠʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
q͡χʷˠʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɡ͡ɣʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɢ͡ʁʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɡ͡ɣʰʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɢ͡ʁʰʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɡ͡ɣʲʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɢ͡ʁʲʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɡ͡ɣʷˠʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɢ͡ʁʷˠʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɡ͡ɣ̤ʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɢ͡ʁ̤ʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
k͡xʷʰː,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1
q͡χʷʰː,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1
ɡ͡ɣʷʰː,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1
ɢ͡ʁʷʰː,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1
c͡çʰʲ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
t͡ʃʰʲ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
t͡ɕʰʲ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
t͡ʃʲʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
t͡ɕʲʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
c͡çʲʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
c͡çʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
t͡ɕʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɟ͡ʝ̤ʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
d͡ʒ̤ʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
d͡ʑ̤ʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
d͡ʒʲʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
d͡ʒʰʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɟ͡ʝʰʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
d͡ʑʰʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɟ͡ʝʲʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
d͡ʑʲʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɟ͡ʝʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
d͡ʑʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
d͡ʑ̤,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɟ͡ʝ̤,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
c͡çʰː,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1
t͡ɕʰː,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1
ɟ͡ʝ̤ː,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1
d͡ʑ̤ː,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1
ɟ͡ʝʰː,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1
d͡ʑʰː,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1
c͡çʰᶣ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,0,-1
t͡ʃʰᶣ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,0,-1
t͡ɕʰᶣ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,0,-1
d͡ʒʰᶣ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,0,-1
ɟ͡ʝʰᶣ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,0,-1
d͡ʑʰᶣ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,0,-1
c͡çʰˠ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
t͡ʃʰˠ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
t͡ɕʰˠ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
d͡ʒ̤ˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
ɟ͡ʝ̤ˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
d͡ʒʰˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
ɟ͡ʝʰˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
d͡ʑʰˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
d͡ʑ̤ˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
c͡çʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
t͡ʃʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
t͡ɕʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
c͡çʰʷ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
t͡ʃʰʷ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
t͡ɕʰʷ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
c͡çʲʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
t͡ʃʲʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
c͡çʷˠʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
t͡ʃʷˠʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
t͡ɕʷˠʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
t͡ɕʲʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
d͡ʒʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
ɟ͡ʝʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
d͡ʑʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
d͡ʒʰʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
ɟ͡ʝʰʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
d͡ʑʰʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
d͡ʒʲʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
ɟ͡ʝʲʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
d͡ʑʲʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
d͡ʒʷˠʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
ɟ͡ʝʷˠʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
d͡ʑʷˠʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
d͡ʒ̤ʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
ɟ͡ʝ̤ʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
d͡ʑ̤ʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
c͡çʷʰː,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1
t͡ʃʷʰː,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1
t͡ɕʷʰː,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1
d͡ʒʷʰː,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1
ɟ͡ʝʷʰː,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1
d͡ʑʷʰː,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1
t͡sʰʲ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1
t͡sʲʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1
d͡z̤ʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1
d͡zʰʲ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1
d͡zʲʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1
t͡sʰᶣ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,-1
d͡zʰᶣ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,-1
t͡sʰˠ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,-1
d͡z̤ˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,-1
d͡zʰˠ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,-1
t͡sʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
t͡sʰʷ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
t͡sʷˠʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
t͡sʲʷʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
d͡zʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
d͡zʰʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
d͡zʲʷʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
d͡zʷˠʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
d͡z̤ʷ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
t͡sʷʰː,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,1
d͡zʷʰː,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,1
p͡fʰʲ,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
p͡fʲʰ,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
b͡v̤ʲ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
b͡vʰʲ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
b͡vʲʰ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
p͡fʰˠ,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1
b͡v̤ˠ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1
b͡vʰˠ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1
p͡fʷʰ,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
p͡fʰʷ,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
p͡fʲʷʰ,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
p͡fʷˠʰ,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
b͡vʷʰ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
b͡vʰʷ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
b͡vʲʷʰ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
b͡vʷˠʰ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
b͡v̤ʷ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
p͡fʷʰː,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,1
b͡vʷʰː,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,1
k͡xʰˤ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
k͡xˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
ɡ͡ɣʰˤ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
ɡ͡ɣ̤ˤ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
ɡ͡ɣˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
k͡xʷˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
q͡χʷˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
ɡ͡ɣʷˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
ɢ͡ʁʷˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
ʈ͡ʂʷˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,1,1,1,-1,0,-1
ɖ͡ʐʷˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,1,1,1,-1,0,-1
c͡çʰˤ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,-1,-1,0,-1
t͡ɕʰˤ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,-1,-1,0,-1
c͡çˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,-1,-1,0,-1
t͡ɕˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,-1,-1,0,-1
ɟ͡ʝʰˤ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,0,-1
d͡ʑʰˤ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,0,-1
ɟ͡ʝ̤ˤ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,0,-1
d͡ʑ̤ˤ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,0,-1
ɟ͡ʝˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,0,-1
d͡ʑˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,0,-1
t͡ɕʷˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1
t͡ʃʷˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1
c͡çʷˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1
ɟ͡ʝʷˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1
d͡ʒʷˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1
d͡ʑʷˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1
t͡sʷˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,0,-1
d͡zʷˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,1,1,1,1,-1,0,-1
t̪͡s̪ʷˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,1,1,-1,0,-1
t̪͡θʷˤʰ,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,1,1,-1,0,-1
d̪͡ðʷˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,1,-1,1,1,1,1,-1,0,-1
d̪͡z̪ʷˤʰ,-1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,1,-1,1,1,1,1,-1,0,-1
p͡ɸʷˤʰ,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,0,-1
p͡fʷˤʰ,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,0,-1
b͡βʷˤʰ,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,0,1,1,1,1,1,-1,0,-1
b͡vʷˤʰ,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,1,1,1,-1,0,-1
d͡ɮ,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,0,-1
d͡ɮ̺,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,0,-1
d͡ɮ̟,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,0,-1
d͡ɮ̠,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,0,-1
d͡ɮː,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,0,1
d͡ɮ̻,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,1,1,-1,0,0,0,-1,-1,0,-1
t͡ɬ,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,-1,0,0,0,-1,-1,0,-1
t̪͡ɬ̪̺,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,-1,0,0,0,-1,-1,0,-1
t͡ɬ̺,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,-1,0,0,0,-1,-1,0,-1
t͡ɬ̟,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,-1,0,0,0,-1,-1,0,-1
t͡ɬ̠,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,-1,0,0,0,-1,-1,0,-1
d̪͡ɮ̪,-1,-1,1,-1,1,1,-1,0,1,-1,-1,1,1,-1,-1,0,0,0,-1,-1,0,-1
