ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long
çʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1
ʝ̤ː,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1
xʰᶣ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1
çʰᶣ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1
χʰᶣ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1
xʰˠ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
çʰˠ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
χʰˠ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
xʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ɣ̤ˠ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ʁ̤ˠ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ʝ̤ˠ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ɣ̤,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
xʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,1
ɣ̤ː,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,1
xʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
çʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
χʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
xʰʷ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
çʰʷ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
χʰʷ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
xʷˠʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
çʷˠʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
χʷˠʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
xʲʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
çʲʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
χʲʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ɣ̤ʷ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ʁ̤ʷ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
ʝ̤ʷ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1
xʷʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1
çʷʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1
χʷʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1
ʂʰʲ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1
ʂʲʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1
ʐ̤ʲ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1
ʂʰᶣ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,-1
ʂʰˠ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1
ʐ̤ˠ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1
ʂʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1
ʂʰʷ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1
ʂʷˠʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1
ʂʲʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1
ʐ̤ʷ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1
ʂʷʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1
ʃʰʲ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ʃʲʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ʒ̤ʲ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ʃʰᶣ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,0,-1
ʃʰˠ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
ʒ̤ˠ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,-1
ʃʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
ʃʰʷ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
ʃʷˠʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
ʃʲʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
ʒ̤ʷ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,-1
ʃʷʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,1
sʰʲ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1
sʲʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1
z̤ʲ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1
sʰᶣ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,-1
sʰˠ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,-1
z̤ˠ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,-1
sʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
sʰʷ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
sʷˠʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
sʲʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
z̤ʷ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1
sʷʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,1
s̪ʰʲ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1
θʰʲ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1
s̪ʲʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1
θʲʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1
z̪̤ʲ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1
ð̤ʲ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1
s̪ʰᶣ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,0,-1
θʰᶣ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,0,-1
s̪ʰˠ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,0,-1
θʰˠ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,0,-1
ð̤ˠ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,0,-1
z̪̤ˠ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,0,-1
s̪ʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
θʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
s̪ʰʷ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
θʰʷ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
s̪ʷˠʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
θʷˠʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
s̪ʲʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
θʲʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
z̪̤ʷ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
ð̤ʷ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1
s̪ʷʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,1
θʷʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,1
fʰʲ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
ɸʰʲ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
fʲʰ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
ɸʲʰ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
v̤ʲ,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
β̤ʲ,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1
fʰˠ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1
ɸʰˠ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1
v̤ˠ,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1
β̤ˠ,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1
fʷʰ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
ɸʷʰ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
fʰʷ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
ɸʰʷ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
fʷˠʰ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
ɸʷˠʰ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
fʲʷʰ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
ɸʲʷʰ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
v̤ʷ,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
β̤ʷ,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1
fʷʰː,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,1
ɸʷʰː,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,1
ħʰʲ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,-1
ħʲʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,-1
ʕ̤ʲ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,-1
ħʰᶣ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,-1,1,-1,0,-1
ħʰˠ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
xʰˤ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
çʰˤ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
xˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
çˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
ɣ̤ˤ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
ʝ̤ˤ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
ʕ̤ˠ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
xʷˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
çʷˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
ħʷˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
χʷˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
ħʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
ħʰʷ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
ħʷˠʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
ħʲʷʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
ʕ̤ʷ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1
ħʷʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,1
ʂʷˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,1,1,1,-1,0,-1
ʃʷˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1
sʷˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,0,-1
s̪ʷˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,1,1,-1,0,-1
θʷˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,1,1,-1,0,-1
fʷˤʰ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,0,-1
ɸʷˤʰ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,0,-1
ʁ̃,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1
ʁ̃ː,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1
ʐ̃,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
ʐ̃ː,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1
ʒ̃,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1
ʒ̃ː,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,1
z̃,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
z̃ː,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1
z̪̃,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
ð̃,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
z̪̃ː,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1
ð̃ː,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1
ṽ,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1
β̃,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1
ṽː,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,1
β̃ː,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,1
ʁ̃ˤ,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1
ʕ̃ˤ,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1
ʕ̃,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1
ʕ̃ː,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,1
ʐ̃ˤ,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1
ʒ̃ˤ,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,0,-1
z̃ˤ,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1
z̪̃ˤ,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1
ð̃ˤ,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1
ṽˤ,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1
β̃ˤ,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1
ʝ̃,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
ʝ̃ː,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1
ɣ̃,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ɣ̃ː,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,1
ɣ̃ˤ,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
ʝ̃ˤ,-1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1
ʁ̰̃,-1,-1,1,1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1
ʐ̰̃,-1,-1,1,1,-1,-1,1,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
ʒ̰̃,-1,-1,1,1,-1,-1,1,0,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1
z̰̃,-1,-1,1,1,-1,-1,1,0,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
z̪̰̃,-1,-1,1,1,-1,-1,1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
ð̰̃,-1,-1,1,1,-1,-1,1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1
ṽ̰,-1,-1,1,1,-1,-1,1,1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1
β̰̃,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1
ʕ̰̃,-1,-1,1,1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1
ʝ̰̃,-1,-1,1,1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1
ɣ̰̃,-1,-1,1,1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1
ɧ̺,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,0,-1,-1,0,-1
ɕ̺,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1
ʑ̺,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1
ɧ̻,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,-1,0,-1
ɧ̞,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,-1,0,-1
ɧ,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,-1,0,-1
ɧ̝,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,-1,0,-1
ɧ̟,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,-1,0,-1
ɧ̠,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,-1,0,-1
ɧː,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,-1,0,1
ɕ̻,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɕ̞,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɕ,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɧʲ,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɕʲ,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɕ̝,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɕ̟,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɕ̠,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ʑ̻,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ʑ̞,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ʑ,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ʑʲ,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ʑ̝,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ʑ̟,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ʑ̠,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1
ɕː,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1
